text,class_type
".@JodeyArrington from the Great State of Texas has been an incredible supporter of our #MAGA Agenda. Jodey fully supports Securing our Border w/ the WALL, he Loves our Military &amp; Vets, and is Strong on the #2A. Jodey has my Complete and Total Endorsement! https://t.co/PkOFjOAFX1",human
"Congratulations to those who have been conferred the Prime Minister’s Awards for Outstanding Contribution for Promotion and Development of Yoga -2019. 

We are immensely proud of their rich work to ensure more people embrace Yoga and our planet becomes healthier. #YogaDay2019",human
"People with disabilities should have equal representation Ã¯Â¿Â½ be it media, politics, or any other field. The more we see them, the more we accept them as part of our society. Representation is key. - @MalvikaIyer #SheInspiresUs https://t.co/MON2d9zmHm",human
"To be clear, all essential and business travel will continue unimpeded. And if you’re currently visiting the US, please come home and self-isolate for 14 days. Your travel home will not be affected by this measure. For more information, click here: https://t.co/GNI8DoIyJz",human
"Democrats are now the party of high taxes, high crime, open borders, late-term abortion, socialism, and blatant corruption. The Republican Party is the party of the American Worker, the American Family, and the American Dream! #TrumpRallyNJ #KAG2020 https://t.co/Kq5KFhQmgH",human
"When tradition meets modernity, wonders can happen. I experienced this in my work. It is designed to suit the modern day market. 

My first business activity was participating in an exhibition of handmade items in New Delhi. This exhibit attracted a good clientele and a turnover.",human
"We’ve been working on legislation to support workers and businesses with a new wage subsidy. To make sure you get that support as quickly as possible, Parliament will be back in session tomorrow. I’ll be speaking there at noon - and I’ll keep you updated here too, so stay tuned.",human
"I salute my sisters and brothers of Jammu, Kashmir  and Ladakh for their courage and resilience. For years, vested interest groups who believed in emotional blackmail never cared for people’s empowerment. J&amp;K is now free from their shackles. A new dawn, better tomorrow awaits!",human
"A gratifying day in the Northeast.

This is a region Congress ignored for decades. They also mock the culture of the Northeast particularly local customs. 

Bond between BJP &amp; Northeast will get stronger in the coming days. 

Here are highlights from today’s rallies. https://t.co/vXAsJQm8yh",human
"The Citizenship Amendment Act, 2019 was passed by both Houses of Parliament with overwhelming support. Large number of political parties and MPs supported its passage. This Act illustrates India’s centuries old culture of acceptance, harmony, compassion and brotherhood.",human
"That’s why @AntonioGuterres, @AndrewHolnessJM, and I cohosted a virtual meeting today with leaders and organizations from around the world. We heard about current economic challenges, ideas for moving forward, and what more we can all do to help those who need it most.",human
"Congratulations, @MargaretAtwood on your second @TheBookerPrizes win! Your words have had a powerful impact on Canadians for decades, and we’re proud to see your work recognized around the world. Bravo to Britain’s @BernardineEvari for her win as well! https://t.co/iLZyDC47is",human
"Sohrab Ahmari, New York Post “The Trump Campaign raised $10 million in the two days following the impeachment (Scam) vote. It seems the Democrats have shot themselves in the foot in one more way. They set up a process they know is not going to lead to the Presidents removal, &amp;...",human
"It's a rephrasing of the saying ""if all you have is a hammer, everything looks like a nail"", otherwise known as the Golden Hammer antipattern, or Maslow's Rule. Don't assume the tool you have at hand is the most appropriate just because it's what you have or know https://t.co/tXQPRbmkOC",human
"Gratitude to @PMBhutan Dr. Lotay Tshering for his decision to contribute $100,000 to the COVID-19 Emergency Fund on behalf of the Bhutanese Government. It is wonderful to see SAARC leaders taking initiatives that are adding strength to the collective fight against Coronavirus.",human
"India’s Nari Shakti epitomises talent and tenacity, determination and dedication. 

Our ethos has always taught us to strive for women empowerment. 

Through this video, @Pvsindhu1 and @deepikapadukone excellently convey the message of celebrating #BharatKiLaxmi. https://t.co/vE8sHplYI3",human
"I look forward to attending the Daytona 500 on Sunday with lots of my great friends from Florida, including the France family and @RepMichaelWaltz from #FL6. See you there, good luck to everyone! @NASCAR @SenRickScott @marcorubio @GovRonDeSantis https://t.co/e0SUl4GfBm",human
"@mikesherov I think it depends if you're teaching your students basic approaches to solving a problem where they can make a decision to use X or Y based on their own evaluation of the pros and cons of each, or is either X or Y an industry best practice and you're going to explain why",human
"As the CBSE Class X and XII exams commence today, best wishes to all young Exam Warriors, their parents and teachers. I urge my young friends to appear for the exams in a happy and stress-free manner. Months of hardwork and preparation will surely lead to great things!",human
"“Treatment with hydroxychloroquine cut the death rate significantly in sick patients hospitalized with COVID-19 – and without heart-related side-effects, according to a new study published by Henry Ford Health System. In a large-scale retrospective analysis...",human
"Came across old post from 2003 talking about Apache ""Mavern"" (consistently misspelled) which I described as: ""an interesting build and project management tool/framework called ‘Mavern’ which is fast becoming popular for a number of Open Source projects"" https://t.co/2QmPgtihS3",human
"As our next Ambassador to the US, @KirstenHillmanA will build on the strong relationship between our two countries. And at a time when all countries must work together to fight COVID-19, this could not be more important. Get the details on her appointment: https://t.co/tssP8esaUL https://t.co/XExO3QYZhj",human
"Being required to keep notes on chemistry and physics practical experiments at school translated as a natural habit to software development too. If you don't have notes on how you achieved a result or solved a problem, how will you be able to reproduce the result in the future? https://t.co/oiD05pt6oc",human
".....The Penalty Tariffs set for December 15th will not be charged because of the fact that we made the deal. We will begin negotiations on the Phase Two Deal immediately, rather than waiting until after the 2020 Election. This is an amazing deal for all. Thank you!",human
"Had an extensive meeting with the Leader of Opposition, Mr. Mahinda Rajapaksa. 

We discussed the need for close collaboration between India and Sri Lanka in the fields of counter terrorism, security and economic development. @PresRajapaksa https://t.co/uOs7BSTBuH",human
"This gesture by PM @narendramodi has boosted my morale and it'll help me to work harder for the betterment of craft as well as the artisans all over Kashmir.

I feel it is important for more women to focus on becoming self-reliant and help other women. #SheInspiresUs",human
@unclebobmartin Learning to fly r/c model planes is a cheaper option (not quadcopters which practically fly themselves. Planes need continual focus). Top tip: learn to fly on a simulator first. Crashing models into the ground is the expensive way to learn. But learn you will <U+0001F600>,human
I met with the Incident Response Group this morning to address the ongoing blockades &amp; infrastructure disruptions across the country. We’re engaged at all levels and committed to resolving this situation quickly &amp; peacefully to restore rail service. More: https://t.co/XqKEKhChSq,human
"From our work together through @NATO, to expanding trade ties through CETA – Latvia &amp; Canada are strong partners. Today in London, @valstsgriba and I spoke about trans-Atlantic security, &amp; I thanked him for Latvia’s support of our troops stationed there for NATO’s Battle Group. https://t.co/HbODu9mG7F",human
"@omniprof If you're a solo developer or working on a very small team it's less relevant. However, ask your students to think what it would be like to work as part an organization with 100s of developers with no consistent style. That's when it becomes important",human
"Acceptance is the greatest reward we can give to ourselves. We canÃ¯Â¿Â½t control our lives but we surely can control our attitude towards life. At the end of the day, it is how we survive our challenges that matters most. 

Know more about me and my work- @MalvikaIyer #SheInspiresUs https://t.co/T3RrBea7T9",human
"....the American public’s tone deafness - &amp; it should be intolerable, because the American people have had it with this.” @kilmeade @foxandfriends  The Radical Left, Do Nothing Democrats have gone CRAZY. They want to make it as hard as possible for me to properly run our Country!",human
"These organizations understand the economic realities and specific challenges facing your region and your business. They can help with your most pressing needs, whether it’s covering costs or keeping your employees. So reach out if you need to - they’re there to help you.",human
"Why should I have the stigma of Impeachment attached to my name when I did NOTHING wrong? Read the Transcripts! A totally partisan Hoax, never happened before. House Republicans voted 195-0, with three Dems voting with the Republicans. Very unfair to tens of millions of voters!",human
"Chaired a high level meeting to review the preparedness relating to Cyclone Fani. The Central Government is ready to provide all possible assistance that would be required. 

Prayers for the safety and well-being of our citizens. https://t.co/GLoCzmV1io",human
"Gwen B. Hatch has almost four decades of legal experience, including nearly seven years as a judge on Manitoba’s superior court. Today, we announce her appointment as Associate Chief Justice of Her Majesty’s Court of Queen’s Bench for Manitoba. Details: https://t.co/FdTVI9QloV",human
"Winlink messages ""are not readily and freely able to be decoded"" -not sure I understand this concern, as the software is freely available, and the B2F data compression algorithm and format is publicly and freely documented, meeting FCC Part 97 requirements https://t.co/OSDv4gQWHu",human
"It is a dream of every Indian to have his or her own house. 

Our Government is ensuring that the dream of ‘Housing for All’ is fulfilled. 

This also includes destroying the real estate mafia, which had a free run during the time of Congress-NCP. https://t.co/qcCriJaWaq",human
"The United States cannot, &amp; will not, become such a difficult place to deal with in terms of foreign countries buying our product, including for the always used National Security excuse, that our companies will be forced to leave in order to remain competitive. We want to sell...",human
"When wildfires spread through our communities, Australia answered our call for help. Now, Canadians are doing the same. Our two countries are close allies, and so many Canadians have connections to Australia. We’re going to help our friends get through this. https://t.co/ULxJ2yTLLV",human
"Free skins with no risk? It's real!

I'm teaming up with @csmoneytrade for their Black Friday celebration.  Keep an eye on my social media to find promo codes to win up to $150 in prizes.

Got a code? Activate here:
https://t.co/TUR30jHYTC

#blackfriday_csm https://t.co/cJ4iXUM0d6",human
"@jzakotnik Search volume. Making a link between search volumes and language popularity is pretty tenuous. It's an interesting trend, but I don't think you can conclude a language is more or less popular by the volume of search engine queries. Tiobe has done this for years.",human
"....always continue. Every Republican Senator except Romney, many highly religious people, all very smart, voted against the Impeachment Hoax. @SenCapito was all in (a great person). I was told by many that Manchin was just a puppet for Schumer &amp; Pelosi. That’s all he is!",human
"A special gesture by @POTUS, signifying the special friendship between India and USA!

Delighted that President @realDonaldTrump will join the community programme in Houston on the 22nd. 

Looking forward to joining the Indian origin community in welcoming him at the programme.",human
"Pete Rose played Major League Baseball for 24 seasons, from 1963-1986, and had more hits, 4,256, than any other player (by a wide margin). He gambled, but only on his own team winning, and paid a decades long price. GET PETE ROSE INTO THE BASEBALL HALL OF FAME. It’s Time!",human
"During today’s session at Aarambh, heard presentations on key policy matters. I was amazed by the out of the box thinking of young officers. Their passion towards India’s growth was visible. 

In my speech, talked about the need to break free from mindless silos and hierarchies. https://t.co/kTmqrlmqdY",human
"The hardworking fraternity of Chartered Accountants has been furthering the culture of honesty and better corporate governance in our society. 

CAs also play a key role in advancing economic prosperity. 

Today, on CA Day, my best wishes to all CAs for their future endeavours.",human
In the last 12 hours I received 2 stations transmitting FT8 from South Korea on 20m. These were received on my Raspberry Pi with an SDRPlay RSP2 and 20m wire dipole. Shame I wasn't at my station to try and work these stations #amateurradio https://t.co/VYU4oP5C0d,human
"The Radical Left, Do Nothing Democrats keep chanting “fairness”, when they put on the most unfair Witch Hunt in the history of the U.S. Congress. They had 17 Witnesses, we were allowed ZERO, and no lawyers. They didn’t do their job, had no case. The Dems are scamming America!",human
"“This is what Democrats have done. They want to create the idea that there is all this smoke so people think there’s fire. They did this with Russia Collusion, &amp; there was no fire. It makes zero sense what the Democrats are accusing him of.” @LisaMarieBoothe @foxandfriends",human
"ANNOUNCEMENT!!! Joining us for the rest of Tour de Force 2018 will be:
The SEXY AF @planetbooty (all shows but Houston)
The METAL AF @poibandtx (Houston)
Check out Planet Booty here: https://t.co/fSVfKmCYeh
And POI here: https://t.co/Ux1a89sjOM
Tickets: https://t.co/DBmyXbuyRj https://t.co/tzkj7r5i6s",human
"Most importantly, Resident Evil 4 never forgets its a video game. From campy villains to corny dialogue to diamonds and bullets dropping as power ups from zombies. Its classic 80s design philosophy in a modern wrapping. It’s always just fun, and funny. https://t.co/il2iyQJdDD",human
".@FP_Champagne has advised that you avoid all non-essential travel outside Canada. We’ve also enhanced screening &amp; detection processes at all international airports, and land border, ferry, and rail ports of entry to slow the spread of COVID-19. More info: https://t.co/An1dyzswP2",human
The patriotism and farsightedness of Atal Ji and his team have a major role to play in the success of tests of 1998. Atal Ji’s unwavering faith in our scientists proved valuable during that crucial time. It also demonstrated the difference a strong political leadership makes.,human
"In the fight against COVID-19, your health and safety will always be our top priority. This is a global challenge and we need to defeat this virus wherever it’s found. That’s why, earlier this morning, Canada joined other countries to launch the Coronavirus Global Response.",human
I will be signing our very large and comprehensive Phase One Trade Deal with China on January 15. The ceremony will take place at the White House. High level representatives of China will be present. At a later date I will be going to Beijing where talks will begin on Phase Two!,human
"""Despite the virtually unending stream of failures, we persisted in the Waterfall mindset ... how could this fail? How could thoroughly analyzing the problem, carefully designing a solution, then implementing that design fail so spectacularly over and over again?"" - Clean Agile",human
"100 years young! Elder Qaapik Attagutsiak is a remarkable woman with an extraordinary story - I’ll never forget our conversation in Arctic Bay last summer. I’m wishing her the happiest of birthdays today, and all the best in the year ahead! https://t.co/0ilHO15hae https://t.co/ttfAfuwY92",human
"@FlavioVolpe1 Flavio, please pass along my thanks to Karen - not only for the work she does, but also for going above and beyond to help those who need it most right now. It’s because of people like her that I know we’ll be able to get through this together.",human
"As this Government enters its second year, the Cabinet took important decisions that will have a transformative impact on the MSME sector, our hardworking farmers and street vendors. TodayÃ¯Â¿Â½s decisions will ensure a better quality of life for them. https://t.co/5QtQL2djtT",human
"The @NATO training mission in Iraq plays an important role in strengthening Iraqi security capacity. Earlier today, I spoke with Secretary General @jensstoltenberg about the current situation in Iraq &amp; the importance of de-escalation. Details: https://t.co/UtJUsJ7H5N",human
....Sondland said Trump told him. None of this will move the needle for anyone. And now Dems in Swing Districts head home for Thanksgiving to hear from voters. Pelosi &amp; Co. are putting on a show to appease the Democratic base instead of doing the work ALL Americans need done.”,human
"Best wishes to the people of Meghalaya on their Statehood Day. The people of Meghalaya are known for their kind and compassionate nature. From sports, music to conservation of nature, there is much to learn from them. Praying for Meghalaya’s development in the coming years.",human
"Attended the @raisinadialogue in New Delhi. Over the years, this has emerged as a vibrant forum for discussing important global and strategic issues. I also had the opportunity to meet leaders who are great friends of our nation. https://t.co/hlVk2RRXkw",human
"Delighted to meet Their Majesties King Carl XVI Gustaf and Queen Silvia. 

We had extensive discussions on boosting cooperation between India and Sweden. Closer economic and cultural ties between our nations will greatly benefit our citizens. https://t.co/Idi0H3BUC2",human
"With the demise of Arun Jaitley Ji, I have lost a valued friend, whom I have had the honour of knowing for decades. His insight on issues and nuanced understanding of matters had very few parallels. He lived well, leaving us all with innumerable happy memories. We will miss him!",human
"Rajyogini Dadi Janki Ji, Chief of the Brahma Kumaris, served society with diligence. She toiled to bring a positive difference in the lives of others. Her efforts towards empowering women were noteworthy. My thoughts are with her countless followers in this sad hour. Om Shanti. https://t.co/nCUwyh58f8",human
"I have been watching people making phone calls my entire life. My hearing is, and has been, great. Never have I been watching a person making a call, which was not on speakerphone, and been able to hear or understand a conversation. I’ve even tried, but to no avail. Try it live!",human
"@cyrusposting Induced demand is one of the most irrational theories I’ve ever heard. Correlation is not causation. If the transport system exceeds public travel needs, there will be very little traffic. I support anything that improves traffic, as this negatively affects almost everyone.",human
"... “Testing, Testing, Testing,” again playing a very dangerous political game. States, not the Federal Government, should be doing the Testing - But we will work with the Governors and get it done. This is easy compared to the fast production of thousands of complex Ventilators!",human
"the zoomer workforce is going to thrive instant gratification, employee leveling should change to more, smaller, levels, in order to accommodate them

70 employee levels with only MONTHS of experience between them instead of years, along with marginal income increases (~1-2%)",human
"I guess the magazine, “Christianity Today,” is looking for Elizabeth Warren, Bernie Sanders, or those of the socialist/communist bent, to guard their religion. How about Sleepy Joe? The fact is, no President has ever done what I have done for Evangelicals, or religion itself!",human
"I congratulate the people of India and Nepal on the inauguration of the second Integrated Check Post at Jogbani-Biratnagar. 

This check post will further improve cultural as well as commercial linkages between India and Nepal. @PM_Nepal https://t.co/l2UXLZRFmx",human
"Update on personal protective equipment: From masks to hospital gowns, we continue to ship items to front line workers. And to keep people safe and help slow the spread of COVID-19, we signed a contract with @GMCanada for @UniforTheUnion workers to produce 10 million face masks.",human
The odd thing though the Google search terms show combinations of 'dl380 g7 raid' so is there really a large number of new G7 owners looking how to set up their servers? Did a huge amount just get decommissioned and are now showing up cheap on ebay etc (where I got mine),human
"If your business spent between $20,000 and $1,500,000 in total payroll last year, it’ll now be eligible to receive a loan through the Canada Emergency Business Account. This is money that your business can use to cover operating costs and other immediate needs.",human
"Today is a proud day for India! 

Our contingent at the Special Olympics World Games Abu Dhabi has won a historic 368 medals including 85 Golds. 

Congratulations to all the medalists. Their fortitude and accomplishments inspire millions. @WorldGamesAD #MeetTheDetermined",human
"The Fed should get smart &amp;  lower the Rate to make our interest competitive with other Countries which pay much lower even though we are, by far, the high standard. We would then focus on paying off &amp; refinancing debt! There is almost no inflation-this is the time (2 years late)!",human
"People first, people always. 

Glad that path-breaking decisions were taken in the Cabinet, the first in this tenure. Hardworking farmers and industrious traders will benefit greatly due to these decisions. 

The decisions will enhance dignity and empowerment of several Indians. https://t.co/U9JTXeyoVm",human
"In the run up to ‘Pariksha Pe Charcha 2020’, lakhs of students, parents and teachers shared their inputs and suggestions. These are extremely valuable, giving insights into the pressing issues when it comes to exam preparation, the exam itself and the time after examinations.",human
"Having spent hours trying to get EKS up and running only to find out you can spin up a Kubernetes cluster on Google cloud with a couple of button clicks in 5 mins, there are definitely some areas of AWS that could be massively simplified https://t.co/wDi4VoJz1I",human
@MouminnimuoM Thanks for listening man. Idk I guess I’m just very paranoid about my teeth in general. No idea why. Maybe trauma from having got braces twice? Several cavities filled in as a kid? I think that’s the root of my fear. The thought of a dentist or a broken tooth gives me goosbumps.,human
"Healthy India, developed India. 

During PRAGATI, had extensive discussions on Ayushman Bharat. It is a matter of satisfaction that over 35 lakh beneficiaries availed free treatment in hospitals under PMJAY. We are focusing on ways to improve coverage in Aspirational Districts.",human
"Thank you @shekharkapur. 

Giving my best for the development of this great country that we all are blessed to be living in. 

Much has been done and there’s more to do. With people’s blessings, we will turn the impossible into possible! https://t.co/6lP85mZWjA",human
"Democrats are now the party of high taxes, high crime, open borders, late-term abortion, socialism, and blatant corruption. The Republican Party is the party of the American Worker, the American Family, and the American Dream! #KAG2020 https://t.co/05XRX2odxN",human
"Thank you Bahrain! 

This visit sets the ground for even stronger bilateral cooperation between India and Bahrain. The discussions with top leaders, agreements inked and community interactions were truly memorable.  

Hospitality of the people and government was outstanding. https://t.co/9mkMl30o85",human
"Minute precautions can make monumental impacts and save many lives. 

Saw this interesting video on social media. If you have such videos that can educate people and spread awareness on battling COVID-19, please do so using #IndiaFightsCorona. https://t.co/OfguKRMs1g",human
"I welcome todayÃ¯Â¿Â½s measures announced by FM @nsitharaman. They will help the rural economy, our hardworking farmers, fishermen, the animal husbandry and dairy sectors. I specially welcome reform initiatives in agriculture, which will boost income of farmers. #AatmaNirbharDesh",human
"To keep up with the growing demand for hand sanitizer - and yes, food and beer too - @BigRigBrew used the Canada Emergency Wage Subsidy to rehire almost all members of their staff. And to save money on rent, they also used the Canada Emergency Commercial Rent Assistance.",human
"11 AM, 20th January...

We will once again have extensive discussions and insightful conversations on a wide range of subjects relating to examinations, especially how to remain happy as well as stress free during exam season. 
Inviting you all to join ‘Pariksha Pe Charcha 2020’!",human
Shri Mange Ram Garg Ji had a deep connect with Delhi and that was seen in the manner in which he selflessly served the people of the city. He played a pivotal role in strengthening BJP in Delhi. His demise is saddening. My thoughts are with his family and supporters. Om Shanti. https://t.co/Zn1MNGx8Wi,human
Local leaders like those Chantal Pilon and I met with in Rimouski today are at the heart of our communities. Thanks to all of you for having us and for sharing the priorities that matter most to this region and the families who live here. https://t.co/XLsEaNMlMt,human
"Whenever I come to West Bengal, TMC and especially Speed Breaker Didi get restless. Their numbers won't even touch double digits this time.
People are no longer accepting TMC's poor governance and strong-arm tactics. 

Bengal wants BJP. Here are glimpses from Tamluk and Jhargram. https://t.co/SnBlbv9nc2",human
"Subramania Bharathi believed in justice and equality above everything else. He once said, ""If even one single man suffers from starvation, we will destroy the entire world.” This sums up his vision towards alleviating human suffering and furthering empowerment.",human
"The government of Iran must allow human rights groups to monitor and report facts from the ground on the ongoing protests by the Iranian people. There can not be another massacre of peaceful protesters, nor an internet shutdown. The world is watching.",human
“The GOA got it exactly backwards. Here’s what they said. The law does not permit the President to substitute his own policy priorities to those Congress has enacted into law. It’s exactly the opposite. The Constitution does not allow Congress to substitute its own priorities....,human
"From cancer treatments that save lives to clean technologies that protect our environment, thousands of researchers are driving discoveries and making innovations that keep us healthy and support our economy. But they’ve been impacted by COVID-19 too, and we’re here to help.",human
"From growing our economies &amp; protecting our environment, to strengthening trade, to advancing gender equality - Canada and Ethiopia are on the same page. This morning, Prime Minister @AbiyAhmedAli and I spoke about how we can continue this work together: https://t.co/fobvu1CkXo https://t.co/4ncD0sg61h",human
"Washington Dems have spent the last 3 years trying to overturn the last election – and we will make sure they face another crushing defeat in the NEXT ELECTION. Together, we are going to win back the House, we are going to hold the Senate, &amp; we are going to keep the White House! https://t.co/VshQceiwUA",human
"@mliebow Commented too soon, thanks :-) By my estimate, 10m a day for 4s with say 512mb memory usage works out around $10k/month. If you can stay within the free tier or even not go far beyond, Lambdas are incredibly attractive, but at high usage the costs can soar",human
"John Crosbie’s contributions to Newfoundland &amp; Labrador and Canada are immeasurable, and will be felt for generations to come. It’s no surprise that he is being called a giant, a lion, and an iconic Canadian today. My condolences to Jane and his family, his friends &amp; loved ones.",human
"NEW YORK POST EDITORIAL. “Worse Than Pointless. All those hours of televised testimony plainly failed on their announced goal: to change American’s minds. Part of the problem is that Democrats already leaked the best evidence they had. More important, NOT ONE WITNESS OFFERED.....",human
"In Bhutan, I look forward to having fruitful discussions with H.M. the King, H.M. the Fourth Druk Gyalpo and @PMBhutan on the entire gamut of our bilateral relations. I also look forward to addressing young Bhutanese students at the prestigious Royal University of Bhutan.",human
Would like to thank all distinguished SAARC leaders who joined todayÃ¯Â¿Â½s video conference to tackle COVID-19 Novel Coronavirus and shared best practices from their respective nations to overcome this challenge as well as fruitful suggestions on creating a healthier region. https://t.co/RGYDrub4xq,human
"@mattash89 Matt, thank you for speaking up and sharing your story. As we work to ban the harmful practice of conversion therapy, your voice is an important one and your reminder that it does get better is necessary. Know that you’ll always have a partner in our government.",human
"Thank you @realDonaldTrump! 

This victory represents the aspirations of a nation of 1.3 billion people. 

I too am looking forward to working closely with you for closer bilateral ties, which also augur well for global peace and prosperity. https://t.co/MbnDQBBnMF",human
"“FBI Director apologizes for FISA Errors (of which there were far to many to be a coincidence!).” @FoxNews Chris, what about all of the lives that were ruined because of the so-called “errors?” Are these “dirty cops” going to pay a big price for the fraud they committed?",human
"Unplanned switches in context ('have you got 5 minutes for a quick question?') kill developer productivity. However, a 5 min chat that results in someone else keeping on track or not wasting days on a problem is worth that 5 mins https://t.co/HOTbJuifx3",human
"ELEAGUE had a woman who gave a speech before every single studio day about how if you call out then you'll ruin the game and will have to be ejected.

Australian Open manages to get people quiet for serving and toss out people who shout.  Why can't esports?",human
"One thing the Dynasty has loved doing is to showcase India as a helpless and poor land. 

Times have changed. 

We are showcasing the India’s great culture and ethos. We are drawing the world’s attention to India’s skills and talents. https://t.co/H71G1qNNBD",human
"“There are 31 House Democrats in Trump won Congressional Districts. Those Dems will have to answer to their constituents come 2020. If you look at the facts, there’s no crime, there’s no witness, there’s no evidence, there’s no victim, President Zelensky said there was....",human
"Really pathetic how @FoxNews is trying to be so politically correct by loading the airwaves with Democrats like Chris Van Hollen, the no name Senator from Maryland. He has been on forever playing up the Impeachment Hoax. Dems wouldn’t even give Fox their low ratings debates....",human
I certainly don't use all the features in the FB app but the fact that the app has over a million lines of code makes you wonder what else the app does (in the background?) beyond letting you post your status and read your feed <U+0001F62E> https://t.co/gOBhRmTaSM,human
"Was happy to meet Aarushi Sharma who has already made a name for herself at such a young age with her accomplishments in badminton. From winning multiple medals in the National Games to winning a medal for India at Asia Pacific Youth championship, Aarushi has always excelled! https://t.co/q6Cat8f4ue",human
...(Democrats said I never met) and released the military aid to Ukraine without any conditions or investigations - and far ahead of schedule. I also allowed Ukraine to purchase Javelin anti-tank missiles. My Administration has done far more than the previous Administration.,human
"....ever. Had to rebuild our military, which was totally depleted. Fed Rate UP, taxes and regulations WAY DOWN. If Dems won in 2016, the USA would be in big economic (Depression?) &amp; military trouble right now. THE BEST IS YET TO COME. KEEP AMERICA GREAT!",human
"Paul Krugman of @nytimes has been wrong about me from the very beginning. Anyone who has followed his “words of wisdom” has lost a great deal of money. Paul, just concede the game, say I was right, and lets start a brand new game! https://t.co/O6bw61vcHL",human
"With the Canada Emergency Response Benefit, we’re helping you if you’ve lost your income. Whether you worked full time, on contract, or were self-employed, we’ll give you $2,000 a month for up to 4 months. Learn more about this benefit here: https://t.co/uFxDpPzfCz",human
"The Fake News said I played golf today, and I did NOT! I had meeting in various locations, while closely monitoring the U.S. Embassy situation in Iraq, which I am still doing. The Corrupt Lamestream Media knew this but, not surprisingly, failed to report or correct!",human
"We’re working with the provinces and territories to safely restart Canada’s economy and get our communities back up and running. To get that work done, we’re ready to contribute $14 billion more for the things you - and all Canadians - need. Here’s what we’re talking about <U+2935><U+FE0F>",human
"Canada’s biggest night in music is finally here! To all the artists, musicians, songwriters, and creative minds who are nominated for @TheJUNOAwards tonight, good luck! We can’t wait to see you back on stage - and we’ll be cheering you on from home this evening. #JUNOS",human
Discussed the COVID-19 pandemic with Prime Minister Hun Sen. India shares deep cultural and historical links with Cambodia - an important partner in our extended neighbourhood. I conveyed India's commitment to further strengthening its relationship with Cambodia in all areas.,human
"“Any president has the authority to investigate corruption. The President himself released the transcript of the call. Now the Democrats have no evidence of a crime and no evidence of violating the law. This is a kangaroo court in the House, but it’s going to go to the Senate,...",human
"I remember at my Primary School we went out and researched local history in Tolleshunt D'Arcy and produced articles that were supposed to make it into the Domesday Project, I'm not sure if anything we produced was ever included though https://t.co/gacJLkKnCh",human
"We’re working with mayors across the country to build stronger &amp; safer communities and we’ve accomplished a lot, but there’s more work to do. Had another good meeting with Mayor @doniveson this afternoon focused on how we can keep creating opportunities for Edmontonians. https://t.co/PBPbCwXtRt",human
"Fulfilling promises, furthering people’s aspirations. 

In Ranchi, launched Pradhan Mantri Kisan Maan-Dhan Yojana and the scheme providing pension cover to small traders.
 
These schemes will serve as strong pillars of support for those who did not have pension coverage till now. https://t.co/1WQCFWxMNp",human
"...But, just like the people of West Virginia will no longer look at weak &amp; pathetic Joe Manchin the same (I got the Pension Bill approved, Manchin couldn’t do it), the wonderful people of Utah will never look at “grandstander” Mitt Romney with anything but contempt &amp; disgust!",human
The Indian government has severely mishandled this situation. Instead of preemptively investing in water harvesting technology they have left hundred of millions dependent on rain and groundwater. As a result Chennai - a city of 4.7 million people - is completely dry. https://t.co/gPhgp3ghl8,human
"....contracting procedures were not addressed to my satisfaction. Therefore, Secretary of the Navy Richard Spencer’s services have been terminated by Secretary of Defense Mark Esper. I thank Richard for his service &amp; commitment. Eddie will retire peacefully with all of the.....",human
"......filth pouring into the Pacific Ocean is rapidly becoming an environmental hazard, is getting NOTHING DONE. She is a Do Nothing Democrat as Speaker, and will hopefully not be in that position very long. Approve USMCA, which has been sitting on her desk for months!",human
"“My support for Donald Trump has never been greater than it is right now. It is paramountly obvious watching this, these people have to go. You elected Donald Trump to drain the Swamp, well, dismissing people like Yovanovitch is what that looks like. Dismissing people like Kent..",human
"For every tweet in my timeline saying it's awesome that they're hearing Metallica for free from anywhere in SF right now, there's another complaining that the end of the world has just arrived, but lucky for you they have a free complaint hotline (playing Enter Sandman on a loop) https://t.co/1hX9c7N6LT",human
"Spoke with Premier @fordnation again today. We talked about what we’re doing to keep Ontarians safe and supported right now, as well as the work we’ll need to do with governments across the country to defeat COVID-19 and gradually reopen the economy. https://t.co/Noj6JvtAJP",human
"Kim Jong Un is too smart and has far too much to lose, everything actually, if he acts in a hostile way. He signed a strong Denuclearization Agreement with me in Singapore. He does not want to void his special relationship with the President of the United States or interfere.... https://t.co/THfOjfB2uE",human
"At the interaction with BRICS Business Council and NDB I made the following suggestions:

Charting a roadmap for Intra-BRICS trade to the tune of $500 billion. 

Harnessing the agro-tech start-up network for people’s betterment. 

Hackathon in India on Apps working in healthcare. https://t.co/73oxeqZnvI",human
"....energy independence, manufacturing resilience, illegal immigration coming down, the Wall going up, China confronted, the caliphate defeated, NAFTA renegotiated, our military rebuilt, NATO paying more, regulations costing less,.......and much more. This is why they’re....",human
".@RepDebDingell, who called me, tears flowing, to thank me for rolling out the maximum “Red Carpet” for the funeral of her husband, then voted against me on the partisan Impeachmen Hoax, said “everybody (Dems) wants to get out of town. This has been, in my whole career, one of...",human
"Delhi’s iconic Ramlila Maidan was brimming with enthusiasm at the BJP rally last evening. 

Spoke at length about our Government’s work for the national capital, particularly towards next generation infrastructure that decongests the city and brings down pollution levels. https://t.co/LQjnp3FvRi",human
